Qno.,word,FClass,CClass
3166,long cocaine stay system,period,NUM
3167,two countries fought Hundred Years ' War,country,LOC
3168,last U.S. president reinstate Selective Service registration,ind,HUM
3169,"dates running bulls occur Pamplona , Spain",date,NUM
3170,name lawyer represented Randy Steven Craft,ind,HUM
3171,happens used motor oil,desc,DESC
3172,commonly used 1 letter word English language,word,ENTY
3173,actress autobiography titled Shelley : Also Known Shirley,ind,HUM
3174,many colors 1940s collectible called Donald Duck Rubber Boat,count,NUM
3175,7th inning stretch get started,manner,DESC
3176,lived shores Gitchee Gumee River,ind,HUM
3177,Tristan come back,other,ENTY
3178,country will hit year 2 first,country,LOC
3179,colors make rainbow,color,ENTY
3180,war Johnny Reb Billy Yank fight,event,ENTY
3181,section manager guidance control systems JPL,ind,HUM
3182,Goldfinger first name,ind,HUM
3183,square geographical center London,other,LOC
3184,following famous people paint hobby,ind,HUM
3185,populated city world,city,LOC
3186,many pitchers occupy shelf beside crouching woman Edgar Degas 1886 painting Tub,count,NUM
3187,cost drugs used tuberculosis treatments,money,NUM
3188,JESSICA mean,exp,ABBR
3189,famed gangland slaughter cut membership Bugs Moran outfit,event,ENTY
3190,Ray Charles best known playing instrument,instru,ENTY
3191,Victor Hugo spend exile,other,LOC
3192,"Nine Tailors , television show 1974 ,",desc,DESC
3193,Elongated Man know mystery afoot,manner,DESC
3194,food three bears Goldilocks eat,food,ENTY
3195,Boston Kreme,def,DESC
3196,call get tour New York Stock Exchange,ind,HUM
3197,many airline schools U.S.,count,NUM
3198,"U.S. general died December 1 , 1945 , jeep collided truck",ind,HUM
3199,swatch,def,DESC
3200,Ouija mean,def,DESC
3201,many major Nazi leaders went trial war Nuremberg,count,NUM
3202,kind fish coney,animal,ENTY
3203,state Helen Keller call home,state,LOC
3204,name director movie `` Jaws '',ind,HUM
3205,steps can taken prevent diabetes,desc,DESC
3206,first words spoken film sound track,desc,DESC
3207,year etched Gold Medal Excellence Paris Exposition depicted can Campbell tomato soup,date,NUM
3208,country royal house Bourbon-Parma,country,LOC
3209,film Jude Law,cremat,ENTY
3210,portrayed W.C. Fields film W.C. Fields,ind,HUM
3211,ceremony traditions like Elizabethian times,other,ENTY
3212,college Dikembe Mutombo play basketball,gr,HUM
3213,fear going bed,dismed,ENTY
3214,saying `` rule thumb '' come,desc,DESC
3215,sound travel quicker water air,reason,DESC
3216,much money Sultan Brunei,money,NUM
3217,country visit ski Dolomites,country,LOC
3218,month third weekend Monterey Jazz Festival held,date,NUM
3219,`` Global Economy '',def,DESC
3220,built first successful stern wheel steamboat,ind,HUM
3221,caul,def,DESC
3222,Hitler minister propaganda,ind,HUM
3223,first doctor successfully transplant liver,ind,HUM
3224,theory quantum leaps mean simpler terms,def,DESC
3225,bone marrow transplant,def,DESC
3226,difference classical acoustic guitar,desc,DESC
3227,African capital named U.S. president,city,LOC
3228,name language spoken Sioux,lang,ENTY
3229,Mediterranean island home first Club Med,other,LOC
3230,edentulous smile lack,other,ENTY
3231,fear jealousy,dismed,ENTY
3232,can find Venus flytrap,other,LOC
3233,largest sculpture world,cremat,ENTY
3234,John D. Rockefeller born,date,NUM
3235,building built 18 contains 327 miles book shelves,other,LOC
3236,home banking,def,DESC
3237,William Makepeace Thackeray novel made film Stanley Kubrick,cremat,ENTY
3238,lawyer Randy Steven Craft,ind,HUM
3239,hermit crabs reproduce,manner,DESC
3240,reputed greatest maker violins,ind,HUM
3241,stop junk snail mail,manner,DESC
3242,future Soviet dictator training priest got turned Marxism,ind,HUM
3243,long James Bond like eggs boiled,period,NUM
3244,U.S. city skyline boasts Gateway Arch,city,LOC
3245,Belize located,other,LOC
3246,common name Japanese dwarf tree,termeq,ENTY
3247,Thomas Paine write,cremat,ENTY
3248,sued Dannon yougurt company using character named Ron Raider promotion,ind,HUM
3249,first jockey ride two Triple Crown winners,ind,HUM
3250,Lewis Carroll book introduced Humpty Dumpty world,cremat,ENTY
3251,wrote Brave New World,ind,HUM
3252,state Charles Robb represent,state,LOC
3253,hydroelectricity,def,DESC
3254,many people taller 7 feet,count,NUM
3255,wrote Unsafe Speed,ind,HUM
3256,many islands make Antigua,count,NUM
3257,abacus work,manner,DESC
3258,causes rust,reason,DESC
3259,fear computer called,dismed,ENTY
3260,technique popularly used detect birth defects,techmeth,ENTY
3261,"U.S. state boasts Stone Mountain , world largest mass exposed granite",state,LOC
3262,British commander surrendered George Washington Yorktown 1781,ind,HUM
3263,"according Kinsey Institute , sexual preference four percent American males",desc,DESC
3264,"created World Wide Web , WWW",ind,HUM
3265,procedure called drilling hole skull acheive higher consciousness,techmeth,ENTY
3266,name president Garmat U.S.A,ind,HUM
3267,"name television show , starring Karl Madsen , San Francisco title",cremat,ENTY
3268,leaders Byzantine empire,ind,HUM
3269,first President appoint woman head cabinet,ind,HUM
3270,splatterpunk,def,DESC
3271,orgin xoxoxox,desc,DESC
3272,built first pyramid,gr,HUM
3273,southeast Asian country Wang River joining Ping River Tak,country,LOC
3274,"Italian city 155 Leonardo da Vinci , Michaelangelo , Machiavelli working",city,LOC
3275,color tennis balls used Wimbledon,color,ENTY
3276,2-sided object called,termeq,ENTY
3277,Name French fascist party .,gr,HUM
3278,Name French historical period reign Napoleon III .,event,ENTY
3279,movie made money,cremat,ENTY
3280,time,def,DESC
3281,many states lottery,count,NUM
3282,"name largest city Chile , South America",city,LOC
3283,caught haboob blows,other,ENTY
3284,ratio children ages two eleven watch ` Simpsons ',perc,NUM
3285,many cities Utah,count,NUM
3286,famous meat company went business became known underworld selling kangaroo meat,gr,HUM
3287,many visitors go Vatican year,count,NUM
3288,population Mexico,other,NUM
3289,get silly putty fabric,manner,DESC
3290,best online games site,other,LOC
3291,word `` abbreviation '' long,reason,DESC
3292,century art Romantic Period begin,date,NUM
3293,many spaces follow period end sentence,count,NUM
3294,cake soap,def,DESC
3295,year Berlin Wall erected,date,NUM
3296,weight teaspoon matter black hole,weight,NUM
3297,approximate weight teaspoon matter black hole,weight,NUM
3298,MSG stand,exp,ABBR
3299,avenue original Saks department store located,other,LOC
3300,song Anything Goes take place,other,LOC
3301,first zoo U.S.,other,LOC
3302,far Yaroslavl Moscow,dist,NUM
3303,April gemstone,other,ENTY
3304,present Pope named,ind,HUM
3305,nebbish Marvel official mascot,ind,HUM
3306,powdered soft drink mix went space,food,ENTY
3307,Chinese emperor present English soldier Gordon recognition services quelling rebellions,other,ENTY
3308,one languages spoken Sioux called,lang,ENTY
3309,many bytes terabyte,count,NUM
3310,sang song `` Hooked Feeling '' dancing baby episode `` Ally Mcbeal '',ind,HUM
3311,ways Ivan IV support Russian expansion,techmeth,ENTY
3312,Approximately much teaspoon matter weigh black hole,weight,NUM
3313,country flag field green,country,LOC
3314,sport known hooligans,sport,ENTY
3315,"Columbia Pictures head forged actor Cliff Robertson name $1 , 000 check",ind,HUM
3316,Damocles,desc,HUM
3317,sport first televised U.S.,sport,ENTY
3318,Name Dondi adoptive grandfather .,ind,HUM
3319,Congress Vienna,date,NUM
3320,lyrics `` Smelly Cat '',desc,DESC
3321,much folic acid pregnant woman get day,count,NUM
3322,year first automobile manufactured,date,NUM
3323,many colonies Germany get keep World War,count,NUM
3324,many states `` lemon law '' new automobiles,count,NUM
3325,Whose biography Maurice Zolotow titled Shooting Star,ind,HUM
3326,concerts held New York week,event,ENTY
3327,movie Groundshog Day name character played Andie MacDowell,ind,HUM
3328,requirements becoming citizen Australia,desc,DESC
3329,old Benny Carter,period,NUM
3330,top ten all-time money making NFL teams,gr,HUM
3331,hairy bank notes fur trade,other,ENTY
3332,can read Chiang Kai-shek,other,LOC
3333,idealab !,def,DESC
3334,country borders others,country,LOC
3335,E stand equation E=mc2,exp,ABBR
3336,"river runs Colorado , Kansas , Oklahoma",other,LOC
3337,airplane Fawaz Younis hijack,veh,ENTY
3338,Win Rah,def,DESC
3339,moon different sizes colors,reason,DESC
3340,"college enlivens Hanover , New Hampshire",gr,HUM
3341,VCR stand,exp,ABBR
3342,close cousin Franklin D. Theodore Roosevelt,manner,DESC
3343,Name novel written John Steinbeck .,cremat,ENTY
3344,first American citizen awarded Albert Medal Society Arts,ind,HUM
3345,doctor synonymous footwear foot care,ind,HUM
3346,boats float,manner,DESC
3347,"shoe sizes O 'Neal , Jordan , Mutombo , NBA players",other,NUM
3348,founded Unification Church,ind,HUM
3349,many zeros trillion,count,NUM
3350,"name Crimean meeting Roosevelt , Churchill , Stalin",event,ENTY
3351,players eligible score points Roller Derby called,title,HUM
3352,statistics drunken drivers Maryland,other,NUM
3353,ill-fated American general dragged bull terrier named Willie World War II,ind,HUM
3354,score forfeited baseball game,other,NUM
3355,tuberculosis come,other,LOC
3356,invented lawnmower,ind,HUM
3357,can find lyrics R&B,other,LOC
3358,name David Letterman dog,animal,ENTY
3359,U.S. senator played basketball New York Knicks,ind,HUM
3360,titles R-Rated Sony Playstation games,sport,ENTY
3361,playing card symbolizes death,symbol,ENTY
3362,urban legend,def,DESC
3363,Li 'l Abner last name,ind,HUM
3364,many liberty bells,count,NUM
3365,two countries separated Bering Strait,country,LOC
3366,Smartnet,def,DESC
3367,synonym aspartame,termeq,ENTY
3368,Jackson Pollock nationality,country,LOC
3369,"vermicilli , rigati , zitoni , tubetti",def,DESC
3370,"Name product `` grocer , fingertips . ''",product,ENTY
3371,"architect originated glass house designed Chicago Federal Center philosophy `` less , '' produced plans forerunner California ranch house",ind,HUM
3372,many Russians landed moon,count,NUM
3373,thrilled taste buds first - Snickers 3 Musketeers,food,ENTY
3374,animal buffalo wings come,animal,ENTY
3375,purpose SysRq key computer keyboard,reason,DESC
3376,Franklin D. Roosevelt stricken polio,date,NUM
3377,find allowed claim contibution income tax purposes,manner,DESC
3378,build solar car high school experiment,manner,DESC
3379,Internet can get chemicals importers,other,LOC
3380,first country put second woman space,country,LOC
3381,"24-disc John Gabel Entertainer first example , 1960",other,ENTY
3382,feudal system,def,DESC
3383,shared New York City apartment Roger Maris year hit 61 home runs,ind,HUM
3384,geographic term submerged fringe continent,termeq,ENTY
3385,"prison found Ossining , New York",other,LOC
3386,country declared one-fifth territory off-limits Russians,country,LOC
3387,main application sodium hydrosulfite,desc,DESC
3388,Name story Chris Van Allsburg boy tries become great sailor,cremat,ENTY
3389,components polyester,other,ENTY
3390,product features frog says `` dig 'em '',product,ENTY
3391,director intergovernmental affairs San Diego county,ind,HUM
3392,Hall Fame pitcher started three World Series Games New York Yankees 1962,ind,HUM
3393,longest river United States,other,LOC
3394,channel ESPN stand,exp,ABBR
3395,river Windsor Castle,other,LOC
3396,best brand laptop computer,product,ENTY
3397,"Natchitoches , Louisiana",other,LOC
3398,pointed letters mean handwriting analyst,def,DESC
3399,political party Sinn Fein part,gr,HUM
3400,Franklin Roosevelt program economic recovery called Great Depression,event,ENTY
3401,name Greek god,ind,HUM
3402,capital Taiwan,city,LOC
3403,Englishman John Hawkins begin selling New World colonists 1562,other,ENTY
3404,starting salary beginning lawyers,money,NUM
3405,man name killed duel Aaron Burr,ind,HUM
3406,Louis Cartier invent aviator Santos Dumont 1940,other,ENTY
3407,will California gas tax year 2000,money,NUM
3408,city served Tempelhol Airport,city,LOC
3409,directed first Woody Woodpecker cartoon,ind,HUM
3410,CNN acronym,exp,ABBR
3411,origin name Igor,desc,DESC
3412,first Gilbert Sullivan opera,cremat,ENTY
3413,"two historical figures , fought famous battle , food named",ind,HUM
3414,United States people live longest,other,LOC
3415,country 1998 suicides regardless population size,country,LOC
3416,price tuberculosis drugs,money,NUM
3417,first minimum wage,money,NUM
3418,difference college university,desc,DESC
3419,substance Joseph Priestley name ability erase pencil marks,substance,ENTY
3420,limits `` self-defense '',desc,DESC
3421,can get product licensed NBA,manner,DESC
3422,fast food prepared `` secret blend 11 herbs spices '',food,ENTY
3423,effect prism light,desc,DESC
3424,many people lived Nebraska mid 1900s,count,NUM
3425,software piracy,def,DESC
3426,year Janet Jackson first album released,date,NUM
3427,calculate change enthalpy chemical reaction,manner,DESC
3428,Name heroine `` Scruples '',ind,HUM
3429,many movies Drew Barrymore,count,NUM
3430,TV character sired horse named Thunder,ind,HUM
3431,children rights,desc,DESC
3432,name planet Ewoks live,other,LOC
3433,baseball player known Charley Hustle,ind,HUM
3434,killed Lee Harvey Oswald,ind,HUM
3435,symbol zodiacal sign Gemini,symbol,ENTY
3436,Red Grange,desc,HUM
3437,hockey team Wayne Gretzky play,gr,HUM
3438,series trials followed World War II,event,ENTY
3439,Ivy League school plays home games Palmer Stadium,gr,HUM
3440,invented fax machine,ind,HUM
3441,wide Atlantic Ocean,dist,NUM
3442,element strontium purified,manner,DESC
3443,eighth day following Nones month Roman calendar called,termeq,ENTY
3444,wrote poem starts `` love lips 're wet wine red warm desire '',ind,HUM
3445,singer theme song Moon Comes Mountain,ind,HUM
3446,Peabody Sherman travel time,manner,DESC
3447,Santos-Dumont,desc,HUM
3448,many meters mile,count,NUM
3449,fear money,dismed,ENTY
3450,many soldiers died World War II,count,NUM
3451,Rocky Bullwinkle ever-lost friend,ind,HUM
3452,Robin Williams,desc,HUM
3453,thought 'd never see poem lovely tree,ind,HUM
3454,created `` Muppets '',ind,HUM
3455,make dumplings,manner,DESC
3456,"celestial body diameter 864 , 000 miles",other,LOC
3457,operating system runs IBM-compatible machines called,termeq,ENTY
3458,Ventura County police department seized county largest amount cocaine ever,gr,HUM
3459,name Family Circus dog,animal,ENTY
3460,Martin Luther post church door Wittenberg,other,ENTY
3461,meaning name Kathryn,def,DESC
3462,Name one major gods Hinduism .,ind,HUM
3463,country borders Denmark south,country,LOC
3464,ankle sprain,desc,DESC
3465,"dropped 1 , 313 feet 1980",other,ENTY
3466,name vaccine chicken pox,dismed,ENTY
3467,two US biochemists won Nobel Prize medicine 1992,ind,HUM
3468,record company formed Herb Alpert Jerry Moss,gr,HUM
3469,find answers questions,other,LOC
3470,thermal equilibrium,def,DESC
